"","county_fips","county_name","state","turnout_rate","totalvotes","cvap_est","tot_est"
"356","12131","WALTON","FLORIDA",0.830533916017481,43711,52630,68260
"357","12133","WASHINGTON","FLORIDA",0.631829830855971,12327,19510,24765
"358","13001","APPLING","GEORGIA",0.626907177752725,8341,13305,18440
"359","13003","ATKINSON","GEORGIA",0.607314725697786,3155,5195,8240
"360","13005","BACON","GEORGIA",0.57951582867784,4668,8055,11200
"361","13007","BAKER","GEORGIA",0.654736842105263,1555,2375,3130
"362","13009","BALDWIN","GEORGIA",0.508384401114206,18251,35900,45110
"363","13011","BANKS","GEORGIA",0.635910404624278,8801,13840,18710
"364","13013","BARROW","GEORGIA",0.683507570295602,37921,55480,78990
"365","13015","BARTOW","GEORGIA",0.666627039165181,50467,75705,104920
"366","13017","BEN HILL","GEORGIA",0.529886914378029,6560,12380,17035
"367","13019","BERRIEN","GEORGIA",0.549343738914509,7743,14095,19150
"368","13021","BIBB","GEORGIA",0.624328733301001,70802,113405,153200
"369","13023","BLECKLEY","GEORGIA",0.569745381927109,5706,10015,12805
"370","13025","BRANTLEY","GEORGIA",0.548583569405099,7746,14120,18755
"371","13027","BROOKS","GEORGIA",0.598398651495997,7100,11865,15590
"372","13029","BRYAN","GEORGIA",0.836370762296688,21340,25515,37065
"373","13031","BULLOCH","GEORGIA",0.506038687973087,30084,59450,76120
"374","13033","BURKE","GEORGIA",0.653855569155447,10684,16340,22520
"375","13035","BUTTS","GEORGIA",0.62795412109896,11771,18745,24090
"376","13037","CALHOUN","GEORGIA",0.434886025768087,2194,5045,6365
"377","13039","CAMDEN","GEORGIA",0.603054989816701,23688,39280,53230
"378","13043","CANDLER","GEORGIA",0.581114754098361,4431,7625,10810
"379","13045","CARROLL","GEORGIA",0.632976992795724,54474,86060,117185
"380","13047","CATOOSA","GEORGIA",0.644576287946208,32593,50565,66700
"381","13049","CHARLTON","GEORGIA",0.482919090428345,4566,9455,13040
"382","13051","CHATHAM","GEORGIA",0.615718307259218,133420,216690,288495
"383","13053","CHATTAHOOCHEE","GEORGIA",0.193398533007335,1582,8180,10560
"384","13055","CHATTOOGA","GEORGIA",0.540613232920925,10050,18590,24810
"385","13057","CHEROKEE","GEORGIA",0.829828682747952,144830,174530,247515
"386","13059","CLARKE","GEORGIA",0.533246766737651,51333,96265,126175
"387","13061","CLAY","GEORGIA",0.605063291139241,1434,2370,2950
"388","13063","CLAYTON","GEORGIA",0.606904003025228,112344,185110,283540
"389","13065","CLINCH","GEORGIA",0.594190871369295,2864,4820,6685
"390","13067","COBB","GEORGIA",0.767341609338764,393746,513130,751220
"391","13069","COFFEE","GEORGIA",0.49300064808814,15214,30860,43020
"392","13071","COLQUITT","GEORGIA",0.533255968169761,16083,30160,45485
"393","13073","COLUMBIA","GEORGIA",0.748006498027385,80579,107725,150705
"394","13075","COOK","GEORGIA",0.565060240963855,7035,12450,17175
"395","13077","COWETA","GEORGIA",0.740195653221531,76799,103755,143260
"396","13079","CRAWFORD","GEORGIA",0.631023784901758,6102,9670,12325
"397","13081","CRISP","GEORGIA",0.475539781129843,8039,16905,22715
"398","13083","DADE","GEORGIA",0.574054054054054,7434,12950,16195
"399","13085","DAWSON","GEORGIA",0.834293125810636,16081,19275,24535
"400","13087","DECATUR","GEORGIA",0.592006109979633,11627,19640,26680
"401","13089","DEKALB","GEORGIA",0.720630447668374,370804,514555,749325
"402","13091","DODGE","GEORGIA",0.489239163382843,8070,16495,20830
"403","13093","DOOLY","GEORGIA",0.375571820677036,4105,10930,13735
"404","13095","DOUGHERTY","GEORGIA",0.527659892408846,35311,66920,89705
"405","13097","DOUGLAS","GEORGIA",0.689694065977941,69097,100185,143315
"406","13099","EARLY","GEORGIA",0.675830618892508,5187,7675,10310
"407","13101","ECHOLS","GEORGIA",0.486003372681282,1441,2965,3980
"408","13103","EFFINGHAM","GEORGIA",0.725747126436782,31570,43500,60475
"409","13105","ELBERT","GEORGIA",0.624940374787053,9171,14675,19165
